STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,NIR_NUM,DUP,ANALY_DATE,NIR_N,NIR_PAFNN,NIR_NPE,NIR_LIGNIN,NIR_WSCARB,NIR_TANNIN,LAB,COMMENT
TD023,2,"LIDET_ALL",I,0,"ABCO",L,95033,,2003-01-01,0.760,0.805,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ACSA",L,95003,,2003-01-01,0.300,0.314,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ACSA",L,95027,,2003-01-01,1.070,1.151,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"AMBR",L,95028,,2003-01-01,1.540,1.655,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ANGE",L,95034,,2003-01-01,0.730,0.778,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ANGE",L,95012,,2003-01-01,0.830,0.889,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ANSC",L,95010,,2003-01-01,0.990,1.057,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"BELU",L,95013,,2003-01-01,0.570,0.608,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"BOER",L,95016,,2003-01-01,0.740,0.786,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"BOGR",L,95007,,2003-01-01,0.810,0.862,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"CEGR",L,95006,,2003-01-01,2.140,2.312,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"CONU",L,95001,,2003-01-01,0.740,0.783,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"DRGL",L,95004,,2003-01-01,0.720,0.767,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"DRGL",L,95039,,2003-01-01,2.360,2.560,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"FAGR",L,95018,,2003-01-01,0.760,0.804,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"GYLU",L,95040,,2003-01-01,1.490,1.632,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"KOMY",L,95015,,2003-01-01,1.150,1.235,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"LATR",L,95014,,2003-01-01,0.560,0.586,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"LITU",L,95024,,2003-01-01,2.450,2.645,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"MYCE",L,95009,,2003-01-01,0.750,0.790,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"PIEL",L,95008,,2003-01-01,1.030,1.112,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"PIRE",L,95029,,2003-01-01,0.750,0.789,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"PIRE",L,95023,,2003-01-01,2.290,2.462,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"PIST",L,95021,,2003-01-01,0.880,0.947,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"POTR",L,95020,,2003-01-01,0.740,0.785,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"PSME",L,95022,,2003-01-01,0.370,0.385,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"QUPR",L,95038,,2003-01-01,0.890,0.941,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"QUPR",L,95032,,2003-01-01,1.000,1.062,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"QUPR",L,95025,,2003-01-01,1.000,1.072,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"RHMA",L,95030,,2003-01-01,2.350,2.568,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ROPS",L,95035,,2003-01-01,0.840,0.884,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"ROPS",L,95026,,2003-01-01,0.880,0.947,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"SPAL",L,95036,,2003-01-01,0.690,0.732,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"SPAL",L,95002,,2003-01-01,0.750,0.785,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"SPAL",L,95037,,2003-01-01,0.910,0.977,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"SPAL",L,95031,,2003-01-01,1.820,1.921,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"THPL",L,95011,,2003-01-01,2.110,2.257,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"TRAE",L,95017,,2003-01-01,1.030,1.103,,,,,OSU,
TD023,2,"LIDET_ALL",I,0,"VOFE",L,95005,,2003-01-01,0.770,0.820,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ACSA",L,3957,2,1999-10-08,1.010,1.055,2.470,43.430,2.450,3.470,OSU,
TD023,2,"LIDET_AND",3,1,"ACSA",L,6750,2,1999-10-08,1.010,1.083,5.070,44.150,2.720,3.310,OSU,
TD023,2,"LIDET_AND",2,1,"ACSA",L,3959,2,1999-10-08,1.060,1.103,5.180,42.780,1.850,2.820,OSU,
TD023,2,"LIDET_AND",3,1,"ACSA",L,3958,2,1999-10-08,1.060,1.106,4.720,44.470,2.240,2.980,OSU,
TD023,2,"LIDET_AND",1,1,"ACSA",L,3960,2,1999-10-08,1.080,1.140,6.960,42.120,2.150,2.890,OSU,
TD023,2,"LIDET_AND",P,1,"ACSA",L,13960,2,1999-10-08,1.090,1.157,2.920,42.460,2.460,2.750,OSU,
TD023,2,"LIDET_AND",3,1,"ACSA",L,6750,1,2002-02-14,1.060,1.159,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ACSA",L,3957,1,2002-02-14,1.090,1.187,,,,,OSU,
TD023,2,"LIDET_AND",2,1,"ACSA",L,3959,1,2002-02-14,1.130,1.212,,,,,OSU,
TD023,2,"LIDET_AND",P,1,"ACSA",L,16752,2,1999-10-08,1.150,1.238,3.730,45.460,2.460,2.370,OSU,
TD023,2,"LIDET_AND",3,1,"ACSA",L,3958,1,2002-02-14,1.150,1.247,,,,,OSU,
TD023,2,"LIDET_AND",1,1,"ACSA",L,3960,1,2002-02-14,1.150,1.255,,,,,OSU,
TD023,2,"LIDET_AND",2,1,"ACSA",L,6751,2,1999-10-08,1.210,1.292,7.310,45.050,2.580,2.260,OSU,
TD023,2,"LIDET_AND",1,1,"ACSA",L,6752,2,1999-10-08,1.210,1.305,5.630,44.480,1.760,2.210,OSU,
TD023,2,"LIDET_AND",1,1,"ACSA",L,6752,1,2002-02-14,1.190,1.317,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ACSA",L,6749,1,2002-02-14,1.190,1.319,,,,,OSU,
TD023,2,"LIDET_AND",P,1,"ACSA",L,13960,1,2002-02-14,1.220,1.327,,,,,OSU,
TD023,2,"LIDET_AND",2,1,"ACSA",L,6751,1,2002-02-14,1.240,1.330,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ACSA",L,6749,2,1999-10-08,1.190,1.352,4.790,46.960,2.040,2.750,OSU,
TD023,2,"LIDET_AND",P,1,"ACSA",L,16752,1,2002-02-14,1.250,1.382,,,,,OSU,
TD023,2,"LIDET_AND",3,2,"ACSA",L,6746,2,1999-10-08,1.220,1.318,3.910,44.170,1.880,2.770,OSU,
TD023,2,"LIDET_AND",3,2,"ACSA",L,6746,1,2002-02-14,1.270,1.355,,,,,OSU,
TD023,2,"LIDET_AND",4,2,"ACSA",L,6697,2,1999-10-08,1.260,1.363,6.600,43.350,1.350,2.100,OSU,
TD023,2,"LIDET_AND",4,2,"ACSA",L,3953,2,1999-10-08,1.330,1.440,4.720,42.680,1.660,2.300,OSU,
TD023,2,"LIDET_AND",3,2,"ACSA",L,3954,2,1999-10-08,1.310,1.444,3.790,43.030,2.200,2.500,OSU,
TD023,2,"LIDET_AND",P,2,"ACSA",L,16748,2,1999-10-08,1.350,1.456,3.570,42.110,1.530,1.860,OSU,
TD023,2,"LIDET_AND",4,2,"ACSA",L,6697,1,2002-02-14,1.350,1.459,,,,,OSU,
TD023,2,"LIDET_AND",3,2,"ACSA",L,3954,1,2002-02-14,1.370,1.468,,,,,OSU,
TD023,2,"LIDET_AND",P,2,"ACSA",L,13956,2,1999-10-08,1.370,1.476,1.350,41.680,2.040,1.760,OSU,
TD023,2,"LIDET_AND",P,2,"ACSA",L,16748,1,2002-02-14,1.360,1.500,,,,,OSU,
TD023,2,"LIDET_AND",P,2,"ACSA",L,13956,1,2002-02-14,1.420,1.547,,,,,OSU,
TD023,2,"LIDET_AND",4,2,"ACSA",L,3953,1,2002-02-14,1.440,1.550,,,,,OSU,
TD023,2,"LIDET_AND",2,2,"ACSA",L,6747,2,1999-10-08,1.450,1.578,4.680,43.270,1.890,1.730,OSU,
TD023,2,"LIDET_AND",2,2,"ACSA",L,6747,1,2002-02-14,1.480,1.592,,,,,OSU,
TD023,2,"LIDET_AND",1,2,"ACSA",L,3956,1,2002-02-14,1.470,1.593,,,,,OSU,
TD023,2,"LIDET_AND",1,2,"ACSA",L,3956,2,1999-10-08,1.480,1.618,2.690,41.440,1.390,2.040,OSU,
TD023,2,"LIDET_AND",2,2,"ACSA",L,3955,2,1999-10-08,1.530,1.661,4.530,43.720,1.440,1.560,OSU,
TD023,2,"LIDET_AND",1,2,"ACSA",L,6748,2,1999-10-08,1.540,1.667,4.490,41.060,1.490,2.030,OSU,
TD023,2,"LIDET_AND",1,2,"ACSA",L,6748,1,2002-02-14,1.570,1.696,,,,,OSU,
TD023,2,"LIDET_AND",2,2,"ACSA",L,3955,1,2002-02-14,1.620,1.766,,,,,OSU,
TD023,2,"LIDET_AND",3,3,"ACSA",L,3950,2,1999-10-08,1.420,1.594,3.680,41.970,1.660,1.270,OSU,
TD023,2,"LIDET_AND",3,3,"ACSA",L,3950,1,2002-02-14,1.470,1.617,,,,,OSU,
TD023,2,"LIDET_AND",4,3,"ACSA",L,3949,2,1999-10-08,1.460,1.634,4.000,44.440,1.770,1.200,OSU,
TD023,2,"LIDET_AND",2,3,"ACSA",L,3951,1,2002-02-14,1.490,1.638,,,,,OSU,
TD023,2,"LIDET_AND",2,3,"ACSA",L,3951,2,1999-10-08,1.480,1.644,3.240,40.480,1.760,1.020,OSU,
TD023,2,"LIDET_AND",P,3,"ACSA",L,13952,2,1999-10-08,1.490,1.663,3.340,43.750,1.850,0.910,OSU,
TD023,2,"LIDET_AND",4,3,"ACSA",L,3949,1,2002-02-14,1.550,1.704,,,,,OSU,
TD023,2,"LIDET_AND",P,3,"ACSA",L,13952,1,2002-02-14,1.550,1.708,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"ACSA",L,3945,2,1999-10-08,1.200,1.320,0.540,49.470,3.330,0.770,OSU,
TD023,2,"LIDET_AND",3,4,"ACSA",L,3946,2,1999-10-08,1.470,1.594,2.690,45.570,1.880,0.840,OSU,
TD023,2,"LIDET_AND",P,4,"ACSA",L,13948,2,1999-10-08,1.480,1.674,3.210,43.950,1.790,1.120,OSU,
TD023,2,"LIDET_AND",2,4,"ACSA",L,3947,2,1999-10-08,1.520,1.759,3.220,43.070,1.480,1.130,OSU,
TD023,2,"LIDET_AND",2,4,"ACSA",L,3947,1,2002-02-14,1.560,1.808,,,,,OSU,
TD023,2,"LIDET_AND",1,4,"ACSA",L,3948,2,1999-10-08,1.700,1.870,1.850,41.350,1.220,1.350,OSU,
TD023,2,"LIDET_AND",1,4,"ACSA",L,3948,1,2002-02-14,1.690,1.876,,,,,OSU,
TD023,2,"LIDET_AND",P,4,"ACSA",L,13948,1,2002-02-14,1.770,2.044,,,,,OSU,
TD023,2,"LIDET_AND",3,4,"ACSA",L,3946,1,2002-02-14,1.830,2.155,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"ACSA",L,3945,1,2002-02-14,1.870,2.241,,,,,OSU,
TD023,2,"LIDET_AND",4,5,"ACSA",L,3941,2,1999-10-08,1.440,1.643,2.790,46.310,1.510,1.490,OSU,
TD023,2,"LIDET_AND",4,5,"ACSA",L,3941,1,2002-02-14,1.470,1.697,,,,,OSU,
TD023,2,"LIDET_AND",2,5,"ACSA",L,3943,1,2002-02-14,1.370,1.705,,,,,OSU,
TD023,2,"LIDET_AND",3,5,"ACSA",L,3942,2,1999-10-08,1.470,1.712,5.200,43.430,1.590,1.580,OSU,
TD023,2,"LIDET_AND",2,5,"ACSA",L,3943,2,1999-10-08,1.370,1.716,6.540,46.230,1.350,1.480,OSU,
TD023,2,"LIDET_AND",3,5,"ACSA",L,3942,1,2002-02-14,1.510,1.722,,,,,OSU,
TD023,2,"LIDET_AND",1,5,"ACSA",L,3944,1,2002-02-14,1.590,1.813,,,,,OSU,
TD023,2,"LIDET_AND",1,5,"ACSA",L,3944,2,2002-02-14,1.800,1.876,,,,,OSU,
TD023,2,"LIDET_AND",1,5,"ACSA",L,3944,3,1999-10-08,1.600,1.880,3.030,43.840,1.430,0.390,OSU,
TD023,2,"LIDET_AND",2,6,"ACSA",L,3939,1,2002-02-14,1.360,1.587,,,,,OSU,
TD023,2,"LIDET_AND",P,6,"ACSA",L,13940,1,2002-02-14,1.680,1.923,,,,,OSU,
TD023,2,"LIDET_AND",1,6,"ACSA",L,3940,1,2002-02-14,1.680,1.977,,,,,OSU,
TD023,2,"LIDET_AND",4,6,"ACSA",L,3937,1,2002-02-14,1.740,2.031,,,,,OSU,
TD023,2,"LIDET_AND",3,6,"ACSA",L,3938,1,2002-02-14,1.940,2.187,,,,,OSU,
TD023,2,"LIDET_AND",4,7,"ACSA",L,3933,1,2002-02-14,1.580,1.798,,,,,OSU,
TD023,2,"LIDET_AND",3,7,"ACSA",L,3934,1,2002-02-14,1.570,1.816,,,,,OSU,
TD023,2,"LIDET_AND",1,7,"ACSA",L,3936,1,2002-02-14,1.690,1.871,,,,,OSU,
TD023,2,"LIDET_AND",P,7,"ACSA",L,13936,1,2002-02-14,1.710,1.945,,,,,OSU,
TD023,2,"LIDET_AND",2,7,"ACSA",L,3935,1,2002-02-14,1.790,2.035,,,,,OSU,
TD023,2,"LIDET_AND",2,8,"ACSA",L,3931,1,2002-02-14,1.780,2.226,,,,,OSU,
TD023,2,"LIDET_AND",P,8,"ACSA",L,13932,1,2002-02-14,1.890,2.334,,,,,OSU,
TD023,2,"LIDET_AND",4,8,"ACSA",L,3929,1,2002-02-14,1.990,2.340,,,,,OSU,
TD023,2,"LIDET_AND",1,8,"ACSA",L,3932,1,2002-02-14,1.870,2.342,,,,,OSU,
TD023,2,"LIDET_AND",2,9,"ACSA",L,3927,1,2002-02-14,1.590,1.814,,,,,OSU,
TD023,2,"LIDET_AND",3,9,"ACSA",L,3926,1,2002-02-14,1.550,1.839,,,,,OSU,
TD023,2,"LIDET_AND",P,9,"ACSA",L,13928,1,2002-02-14,1.740,2.031,,,,,OSU,
TD023,2,"LIDET_AND",4,9,"ACSA",L,3925,1,2002-02-14,1.660,2.066,,,,,OSU,
TD023,2,"LIDET_AND",1,9,"ACSA",L,3928,1,2002-02-14,1.840,2.228,,,,,OSU,
TD023,2,"LIDET_AND",2,10,"ACSA",L,3923,,2002-02-06,1.270,1.341,,,,,OSU,
TD023,2,"LIDET_AND",3,10,"ACSA",L,3922,,2002-02-06,1.970,2.276,,,,,OSU,
TD023,2,"LIDET_AND",4,10,"ACSA",L,3921,,2002-02-06,1.940,2.358,,,,,OSU,
TD023,2,"LIDET_AND",1,10,"ACSA",L,3924,,2002-02-06,2.020,2.398,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ANGE",R,46497,2,1999-10-08,0.300,0.424,0.570,72.350,0.240,0.740,OSU,
TD023,2,"LIDET_AND",2,1,"ANGE",R,46499,2,1999-10-08,0.350,0.457,0.730,66.650,0.430,0.790,OSU,
TD023,2,"LIDET_AND",3,1,"ANGE",R,46498,2,1999-10-08,0.410,0.604,0.580,69.060,0.240,0.760,OSU,
TD023,2,"LIDET_AND",1,1,"ANGE",R,46500,2,1999-10-08,0.430,0.652,0.700,62.230,0.540,0.720,OSU,
TD023,2,"LIDET_AND",2,1,"ANGE",R,46499,1,2002-02-14,0.520,0.663,,,,,OSU,
TD023,2,"LIDET_AND",P,1,"ANGE",R,56500,2,1999-10-08,0.530,0.686,0.490,64.890,0.660,0.910,OSU,
TD023,2,"LIDET_AND",3,1,"ANGE",R,46498,1,2002-02-14,0.520,0.716,,,,,OSU,
TD023,2,"LIDET_AND",1,1,"ANGE",R,46500,1,2002-02-14,0.500,0.733,,,,,OSU,
TD023,2,"LIDET_AND",P,1,"ANGE",R,56500,1,2002-02-14,0.600,0.759,,,,,OSU,
TD023,2,"LIDET_AND",4,1,"ANGE",R,46497,1,2002-02-14,0.550,0.814,,,,,OSU,
TD023,2,"LIDET_AND",1,2,"ANGE",R,46496,2,1999-10-08,0.440,0.634,0.700,67.120,0.650,1.030,OSU,
TD023,2,"LIDET_AND",4,2,"ANGE",R,46493,2,1999-10-08,0.530,0.767,1.340,58.570,0.620,1.280,OSU,
TD023,2,"LIDET_AND",1,2,"ANGE",R,46496,1,2002-02-14,0.550,0.805,,,,,OSU,
TD023,2,"LIDET_AND",P,2,"ANGE",R,56496,2,1999-10-08,0.600,0.923,1.980,64.690,0.940,1.130,OSU,
TD023,2,"LIDET_AND",3,2,"ANGE",R,46494,2,1999-10-08,0.530,0.932,1.260,75.630,0.740,1.070,OSU,
TD023,2,"LIDET_AND",4,2,"ANGE",R,46493,1,2002-02-14,0.640,0.956,,,,,OSU,
TD023,2,"LIDET_AND",P,2,"ANGE",R,56496,1,2002-02-14,0.640,1.021,,,,,OSU,
TD023,2,"LIDET_AND",2,2,"ANGE",R,46495,2,1999-10-08,0.600,1.065,1.250,78.820,0.850,1.030,OSU,
TD023,2,"LIDET_AND",3,2,"ANGE",R,46494,1,2002-02-14,0.610,1.191,,,,,OSU,
TD023,2,"LIDET_AND",2,2,"ANGE",R,46495,1,2002-02-14,0.610,1.204,,,,,OSU,
TD023,2,"LIDET_AND",4,3,"ANGE",R,46489,2,1999-10-08,0.320,0.520,3.230,62.870,0.770,1.080,OSU,
TD023,2,"LIDET_AND",3,3,"ANGE",R,46490,2,1999-10-08,0.350,0.556,0.670,68.830,0.830,1.140,OSU,
TD023,2,"LIDET_AND",P,3,"ANGE",R,56492,2,1999-10-08,0.470,0.779,1.240,75.270,1.030,1.140,OSU,
TD023,2,"LIDET_AND",3,3,"ANGE",R,46490,1,2002-02-14,0.500,0.805,,,,,OSU,
TD023,2,"LIDET_AND",2,3,"ANGE",R,46491,2,1999-10-08,0.620,0.945,0.620,68.510,0.760,1.210,OSU,
TD023,2,"LIDET_AND",P,3,"ANGE",R,56492,1,2002-02-14,0.610,1.003,,,,,OSU,
TD023,2,"LIDET_AND",2,3,"ANGE",R,46491,1,2002-02-14,0.680,1.006,,,,,OSU,
TD023,2,"LIDET_AND",4,3,"ANGE",R,46489,1,2002-02-14,0.640,1.083,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"ANGE",R,46485,1,2002-02-14,0.530,0.762,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"ANGE",R,46485,2,1999-10-08,0.500,0.775,2.990,58.820,0.650,1.190,OSU,
TD023,2,"LIDET_AND",1,4,"ANGE",R,46488,1,2002-02-14,0.520,0.939,,,,,OSU,
TD023,2,"LIDET_AND",3,4,"ANGE",R,46486,1,2002-02-14,0.570,0.940,,,,,OSU,
TD023,2,"LIDET_AND",3,4,"ANGE",R,46486,2,1999-10-08,0.530,0.963,2.020,71.630,1.080,0.980,OSU,
TD023,2,"LIDET_AND",P,4,"ANGE",R,56488,1,2002-02-14,0.640,0.988,,,,,OSU,
TD023,2,"LIDET_AND",P,4,"ANGE",R,56488,2,1999-10-08,0.590,1.031,2.510,74.050,1.010,1.130,OSU,
TD023,2,"LIDET_AND",2,4,"ANGE",R,46487,1,2002-02-14,0.720,1.269,,,,,OSU,
TD023,2,"LIDET_AND",1,4,"ANGE",R,46488,2,1999-10-08,0.610,1.289,3.150,82.090,1.290,1.070,OSU,
TD023,2,"LIDET_AND",2,4,"ANGE",R,46487,2,1999-10-08,0.700,1.405,2.930,77.160,1.020,1.080,OSU,
TD023,2,"LIDET_AND",4,5,"ANGE",R,46481,2,1999-10-08,0.520,0.825,4.360,61.970,0.630,0.910,OSU,
TD023,2,"LIDET_AND",3,5,"ANGE",R,46482,1,2002-02-14,0.400,1.077,,,,,OSU,
TD023,2,"LIDET_AND",2,5,"ANGE",R,46483,2,1999-10-08,0.660,1.082,2.850,70.570,0.940,1.140,OSU,
TD023,2,"LIDET_AND",3,5,"ANGE",R,46482,2,1999-10-08,0.540,1.147,1.970,87.900,1.170,1.020,OSU,
TD023,2,"LIDET_AND",1,5,"ANGE",R,46484,1,2002-02-14,0.540,1.190,,,,,OSU,
TD023,2,"LIDET_AND",1,5,"ANGE",R,46484,3,1999-10-08,0.650,1.236,2.800,88.010,0.910,0.830,OSU,
TD023,2,"LIDET_AND",4,5,"ANGE",R,46481,1,2002-02-14,0.720,1.245,,,,,OSU,
TD023,2,"LIDET_AND",1,5,"ANGE",R,46484,2,2002-02-14,0.590,1.375,,,,,OSU,
TD023,2,"LIDET_AND",2,5,"ANGE",R,46483,1,2002-02-14,0.750,1.419,,,,,OSU,
TD023,2,"LIDET_AND",2,6,"ANGE",R,46479,1,2002-02-14,0.580,1.190,,,,,OSU,
TD023,2,"LIDET_AND",3,6,"ANGE",R,46478,1,2002-02-14,0.640,1.214,,,,,OSU,
TD023,2,"LIDET_AND",4,6,"ANGE",R,46477,1,2002-02-14,0.680,1.265,,,,,OSU,
TD023,2,"LIDET_AND",1,6,"ANGE",R,46480,1,2002-02-14,0.500,1.311,,,,,OSU,
TD023,2,"LIDET_AND",P,6,"ANGE",R,56480,1,2002-02-14,0.640,1.352,,,,,OSU,
TD023,2,"LIDET_AND",3,7,"ANGE",R,46474,1,2002-02-14,0.420,0.988,,,,,OSU,
TD023,2,"LIDET_AND",4,7,"ANGE",R,46473,1,2002-02-14,0.750,1.320,,,,,OSU,
TD023,2,"LIDET_AND",P,7,"ANGE",R,56476,1,2002-02-14,0.610,1.515,,,,,OSU,
TD023,2,"LIDET_AND",1,7,"ANGE",R,46476,1,2002-02-14,0.470,1.525,,,,,OSU,
TD023,2,"LIDET_AND",2,7,"ANGE",R,46475,1,2002-02-14,0.910,1.855,,,,,OSU,
TD023,2,"LIDET_AND",4,8,"ANGE",R,46469,1,2002-02-14,0.560,1.142,,,,,OSU,
TD023,2,"LIDET_AND",2,8,"ANGE",R,46471,1,2002-02-14,0.590,1.330,,,,,OSU,
TD023,2,"LIDET_AND",P,8,"ANGE",R,56472,1,2002-02-14,0.660,1.407,,,,,OSU,
TD023,2,"LIDET_AND",3,8,"ANGE",R,46470,1,2002-02-14,0.590,1.509,,,,,OSU,
TD023,2,"LIDET_AND",1,8,"ANGE",R,46472,1,2002-02-14,0.670,1.862,,,,,OSU,
TD023,2,"LIDET_AND",4,8,"ANGE",R,46469,,2002-10-01,0.840,2.462,,,,,OSU,
TD023,2,"LIDET_AND",3,9,"ANGE",R,46466,1,2002-02-14,0.660,1.334,,,,,OSU,
TD023,2,"LIDET_AND",1,9,"ANGE",R,46468,1,2002-02-14,0.390,1.388,,,,,OSU,
TD023,2,"LIDET_AND",2,9,"ANGE",R,46467,1,2002-02-14,0.590,1.537,,,,,OSU,
TD023,2,"LIDET_AND",P,9,"ANGE",R,56468,1,2002-02-14,0.570,1.586,,,,,OSU,
TD023,2,"LIDET_AND",4,9,"ANGE",R,49465,1,2002-02-14,0.680,1.700,,,,,OSU,
TD023,2,"LIDET_AND",3,10,"ANGE",R,46462,,2002-02-06,0.710,1.407,,,,,OSU,
TD023,2,"LIDET_AND",3,10,"ANGE",R,46462,,2002-11-15,0.710,1.407,,,,,OSU,
TD023,2,"LIDET_AND",4,10,"ANGE",R,46461,,2002-02-06,0.780,1.616,,,,,OSU,
TD023,2,"LIDET_AND",4,10,"ANGE",R,46461,,2002-11-15,0.780,1.616,,,,,OSU,
TD023,2,"LIDET_AND",2,10,"ANGE",R,46463,,2002-02-06,0.830,1.895,,,,,OSU,
TD023,2,"LIDET_AND",2,10,"ANGE",R,46463,,2002-11-15,0.830,1.895,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"BELU",L,81,2,1999-10-08,2.120,2.291,1.320,40.480,1.680,1.540,OSU,
TD023,2,"LIDET_AND",1,4,"BELU",L,105,2,1999-10-08,2.150,2.320,2.630,37.060,1.320,0.710,OSU,
TD023,2,"LIDET_AND",2,4,"BELU",L,104,2,1999-10-08,2.170,2.353,2.290,36.450,0.930,1.060,OSU,
TD023,2,"LIDET_AND",P,4,"BELU",L,10105,2,1999-10-08,2.190,2.381,2.010,38.220,0.890,1.080,OSU,
TD023,2,"LIDET_AND",1,4,"BELU",L,105,1,2002-02-14,2.160,2.387,,,,,OSU,
TD023,2,"LIDET_AND",2,4,"BELU",L,104,1,2002-02-14,2.180,2.399,,,,,OSU,
TD023,2,"LIDET_AND",4,4,"BELU",L,81,1,2002-02-14,2.190,2.403,,,,,OSU,
TD023,2,"LIDET_AND",3,4,"BELU",L,103,2,1999-10-08,2.280,2.471,4.210,39.040,0.820,1.120,OSU,
TD023,2,"LIDET_AND",3,4,"BELU",L,103,1,2002-02-14,2.280,2.490,,,,,OSU,
TD023,2,"LIDET_AND",P,4,"BELU",L,10105,1,2002-02-14,2.230,2.494,,,,,OSU,
TD023,2,"LIDET_AND",3,7,"BOGR",L,8587,1,2002-02-14,1.660,2.222,,,,,OSU,
TD023,2,"LIDET_AND",4,7,"BOGR",L,8586,1,2002-02-14,1.740,2.287,,,,,OSU,
TD023,2,"LIDET_AND",P,7,"BOGR",L,18589,1,2002-02-14,1.780,2.327,,,,,OSU,
TD023,2,"LIDET_AND",1,7,"BOGR",L,8589,1,2002-02-14,1.780,2.471,,,,,OSU,
TD023,2,"LIDET_AND",2,7,"BOGR",L,8588,,2002-10-01,2.050,2.942,,,,,OSU,
TD023,2,"LIDET_AND",4,2,"CEGR",L,8554,2,1999-10-08,1.530,1.638,2.630,27.250,1.340,0.640,OSU,
TD023,2,"LIDET_AND",1,2,"CEGR",L,8557,2,1999-10-08,1.460,1.656,1.650,26.010,2.100,0.660,OSU,
TD023,2,"LIDET_AND",2,2,"CEGR",L,8556,2,1999-10-08,1.690,1.863,0.500,24.440,3.000,0.700,OSU,
TD023,2,"LIDET_AND",P,2,"CEGR",L,18557,2,1999-10-08,1.730,1.865,0.610,25.870,1.900,1.480,OSU,
TD023,2,"LIDET_AND",4,2,"CEGR",L,8554,1,2002-02-14,1.880,1.959,,,,,OSU,
TD023,2,"LIDET_AND",3,2,"CEGR",L,8555,2,1999-10-08,1.830,1.975,2.660,28.260,2.230,0.430,OSU,
TD023,2,"LIDET_AND",1,2,"CEGR",L,8557,1,2002-02-14,1.850,2.003,,,,,OSU,
TD023,2,"LIDET_AND",2,2,"CEGR",L,8556,1,2002-02-14,2.050,2.133,,,,,OSU,
TD023,2,"LIDET_AND",3,2,"CEGR",L,8555,1,2002-02-14,2.100,2.215,,,,,OSU,
TD023,2,"LIDET_AND",P,2,"CEGR",L,18557,1,2002-02-14,1.980,2.225,,,,,OSU,
TD023,2,"LIDET_AND",3,1,"DRGL",L,4998,2,1999-10-08,2.440,2.612,7.800,50.320,2.470,3.230,OSU,
TD023,2,"LIDET_AND",3,1,"DRGL",L,4998,1,2002-02-14,2.670,2.897,,,,,OSU,
TD023,2,"LIDET_AND",2,1,"DRGL",L,4999,2,1999-10-08,2.720,2.918,6.660,49.310,2.930,3.340,OSU,
TD023,2,"LIDET_AND",4,1,"DRGL",L,4997,2,1999-10-08,2.800,2.935,6.800,52.860,3.150,3.670,OSU,
TD023,2,"LIDET_AND",1,1,"DRGL",L,5000,2,1999-10-08,2.720,2.941,6.410,49.960,2.520,2.690,OSU,
