STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,NIR_NUM,MESH,FILL_DATE,IADW,IODW
TD023,1,"LIDET_ARC",2,9,"ACSA",L,3282,1.0,1990-02-27,10.023,9.612
TD023,1,"LIDET_ARC",1,9,"ACSA",L,3283,1.0,1990-02-27,10.095,9.681
TD023,1,"LIDET_ARC",4,8,"ACSA",L,3284,1.0,1990-02-27,10.095,9.681
TD023,1,"LIDET_ARC",3,8,"ACSA",L,3285,1.0,1990-02-27,10.045,9.633
TD023,1,"LIDET_UFL",3,6,"ACSA",L,3837,1.0,1990-03-01,10.025,9.514
TD023,1,"LIDET_EXT",0,0,"AMBR",L,321,1.0,1990-02-01,10.066,9.543
TD023,1,"LIDET_EXT",0,0,"AMBR",L,322,1.0,1990-02-01,10.062,9.539
TD023,1,"LIDET_EXT",0,0,"AMBR",L,323,1.0,1990-02-01,10.017,9.496
TD023,1,"LIDET_EXT",0,0,"AMBR",L,324,1.0,1990-02-01,10.099,9.574
TD023,1,"LIDET_EXT",0,0,"ANGE",L,389,1.0,1990-02-01,10.021,9.480
TD023,1,"LIDET_EXT",0,0,"ANGE",L,390,1.0,1990-02-01,10.000,9.460
TD023,1,"LIDET_EXT",0,0,"ANGE",L,391,1.0,1990-02-01,9.997,9.457
TD023,1,"LIDET_EXT",0,0,"ANGE",L,392,1.0,1990-02-01,10.090,9.545
TD023,1,"LIDET_EXT",0,0,"CEGR",L,8546,1.0,1990-05-04,10.063,9.479
TD023,1,"LIDET_EXT",0,0,"CEGR",L,8547,1.0,1990-05-04,9.994,9.414
TD023,1,"LIDET_GSF",1,7,"CEGR",L,28548,1.0,1990-05-04,10.003,9.423
TD023,1,"LIDET_GSF",2,7,"CEGR",L,28549,1.0,1990-05-04,10.003,9.423
TD023,1,"LIDET_GSF",3,7,"CEGR",L,28550,1.0,1990-05-04,10.038,9.456
TD023,1,"LIDET_GSF",4,7,"CEGR",L,28551,1.0,1990-05-04,9.995,9.415
TD023,1,"LIDET_EXT",0,0,"CEGR",L,8552,1.0,1990-05-04,10.013,9.432
TD023,1,"LIDET_EXT",0,0,"CEGR",L,8553,1.0,1990-05-04,10.015,9.434
TD023,1,"LIDET_EXT",0,0,"DRGL",R,47145,0.1,1990-04-10,7.063,6.802
TD023,1,"LIDET_UFL",4,2,"FAGR",L,188,1.0,1990-02-01,10.029,9.578
TD023,1,"LIDET_UFL",3,3,"FAGR",L,189,1.0,1990-02-01,10.060,9.607
TD023,1,"LIDET_UFL",2,2,"FAGR",L,190,1.0,1990-02-01,10.023,9.572
TD023,1,"LIDET_UFL",1,2,"FAGR",L,191,1.0,1990-02-01,10.048,9.596
TD023,1,"LIDET_EXT",0,0,"PIEL",R,47861,0.1,1990-05-01,7.001,6.574
TD023,1,"LIDET_EXT",0,0,"PIEL",R,48052,0.1,1990-05-02,7.049,6.422
TD023,1,"LIDET_EXT",0,0,"PIST",L,285,1.0,1990-02-01,10.078,9.544
TD023,1,"LIDET_EXT",0,0,"PIST",L,286,1.0,1990-02-01,10.066,9.533
TD023,1,"LIDET_EXT",0,0,"PIST",L,299,1.0,1990-02-01,10.090,9.555
TD023,1,"LIDET_KNZ",4,7,"PIST",L,308,1.0,1990-02-01,13.492,12.777
TD023,1,"LIDET_EXT",0,0,"PSME",L,201,1.0,1990-02-01,10.088,9.644
TD023,1,"LIDET_EXT",0,0,"PSME",L,202,1.0,1990-02-01,10.042,9.600
TD023,1,"LIDET_EXT",0,0,"PSME",L,203,1.0,1990-02-01,10.067,9.624
TD023,1,"LIDET_EXT",0,0,"PSME",L,204,1.0,1990-02-01,10.055,9.613
TD023,1,"LIDET_EXT",0,0,"SPAL",L,41,1.0,1990-02-01,10.054,9.421
TD023,1,"LIDET_EXT",0,0,"SPAL",L,42,1.0,1990-02-01,10.066,9.432
TD023,1,"LIDET_EXT",0,0,"SPAL",L,43,1.0,1990-02-01,10.012,9.381
TD023,1,"LIDET_EXT",0,0,"SPAL",L,44,1.0,1990-02-01,10.085,9.450
TD023,1,"LIDET_EXT",0,0,"SPAL",L,721,1.0,1990-02-02,10.003,9.213
TD023,1,"LIDET_EXT",0,0,"SPAL",L,722,1.0,1990-02-02,10.032,9.239
TD023,1,"LIDET_EXT",0,0,"SPAL",L,723,1.0,1990-02-02,10.056,9.262
TD023,1,"LIDET_EXT",0,0,"SPAL",L,724,1.0,1990-02-02,10.000,9.210
TD023,1,"LIDET_AND",4,10,"THPL",L,761,1.0,1990-02-06,9.992,9.472
TD023,1,"LIDET_AND",1,1,"ACSA",L,3960,1.0,1990-03-01,10.098,9.583
TD023,1,"LIDET_AND",1,1,"ACSA",L,6752,7.0,1990-03-22,9.994,9.155
TD023,1,"LIDET_AND",1,1,"ANGE",R,46500,0.1,1990-06-04,6.988,6.674
TD023,1,"LIDET_AND",1,1,"DRGL",L,5000,1.0,1990-03-08,9.988,9.658
TD023,1,"LIDET_AND",1,1,"DRGL",R,46903,0.1,1990-04-10,7.070,6.808
TD023,1,"LIDET_AND",1,1,"GOBA",W,68788,,1990-07-09,51.817,47.827
TD023,1,"LIDET_AND",1,1,"PIEL",R,48405,0.1,1990-05-02,6.994,6.372
TD023,1,"LIDET_AND",1,1,"PIRE",L,2280,1.0,1990-02-15,10.151,9.867
TD023,1,"LIDET_AND",1,1,"PIST",L,290,1.0,1990-02-01,10.028,9.497
TD023,1,"LIDET_AND",1,1,"QUPR",L,4159,1.0,1990-03-05,10.039,9.417
TD023,1,"LIDET_AND",1,1,"RHMA",L,6648,7.0,1990-03-21,10.037,9.294
TD023,1,"LIDET_AND",1,1,"RHMA",L,6864,1.0,1990-03-21,8.032,7.454
TD023,1,"LIDET_AND",1,1,"THPL",L,800,1.0,1990-02-06,10.162,9.634
TD023,1,"LIDET_AND",1,1,"TRAE",L,2909,1.0,1990-02-22,10.022,9.551
TD023,1,"LIDET_AND",1,1,"TRAE",L,6784,7.0,1990-04-03,10.049,9.597
TD023,1,"LIDET_AND",1,2,"ACSA",L,3956,1.0,1990-03-01,10.086,9.572
TD023,1,"LIDET_AND",1,2,"ACSA",L,6748,7.0,1990-03-22,10.002,9.162
TD023,1,"LIDET_AND",1,2,"ANGE",R,46496,0.1,1990-06-04,7.009,6.694
TD023,1,"LIDET_AND",1,2,"CEGR",L,8557,1.0,1990-05-04,10.038,9.456
TD023,1,"LIDET_AND",1,2,"DRGL",L,4996,1.0,1990-03-08,9.981,9.652
TD023,1,"LIDET_AND",1,2,"DRGL",R,46899,0.1,1990-04-10,6.994,6.735
TD023,1,"LIDET_AND",1,2,"GOBA",W,68792,,1990-07-09,45.189,41.709
TD023,1,"LIDET_AND",1,2,"PIEL",R,48401,0.1,1990-05-02,7.009,6.385
TD023,1,"LIDET_AND",1,2,"PIRE",L,2276,1.0,1990-02-15,10.034,9.753
TD023,1,"LIDET_AND",1,2,"QUPR",L,4155,1.0,1990-03-05,10.064,9.440
TD023,1,"LIDET_AND",1,2,"RHMA",L,6644,7.0,1990-03-21,10.110,9.362
TD023,1,"LIDET_AND",1,2,"RHMA",L,6860,1.0,1990-03-21,8.069,7.488
TD023,1,"LIDET_AND",1,2,"THPL",L,797,1.0,1990-02-06,10.066,9.543
TD023,1,"LIDET_AND",1,2,"TRAE",L,2905,1.0,1990-02-22,10.057,9.584
TD023,1,"LIDET_AND",1,2,"TRAE",L,6780,7.0,1990-04-03,10.006,9.556
TD023,1,"LIDET_AND",1,3,"ACSA",L,3952,1.0,1990-03-01,10.000,9.490
TD023,1,"LIDET_AND",1,3,"ANGE",R,46492,0.1,1990-06-04,7.046,6.729
TD023,1,"LIDET_AND",1,3,"DRGL",L,4992,1.0,1990-03-08,10.014,9.684
TD023,1,"LIDET_AND",1,3,"DRGL",R,46895,0.1,1990-04-10,7.008,6.749
TD023,1,"LIDET_AND",1,3,"GOBA",W,68796,,1990-07-09,59.224,54.664
TD023,1,"LIDET_AND",1,3,"PIEL",R,48397,0.1,1990-05-02,7.000,6.377
TD023,1,"LIDET_AND",1,3,"PIRE",L,2272,1.0,1990-02-15,10.076,9.794
TD023,1,"LIDET_AND",1,3,"QUPR",L,4151,1.0,1990-03-05,10.153,9.524
TD023,1,"LIDET_AND",1,3,"SPAL",L,48,1.0,1990-02-01,10.113,9.476
TD023,1,"LIDET_AND",1,3,"THPL",L,793,1.0,1990-02-06,10.094,9.569
TD023,1,"LIDET_AND",1,3,"TRAE",L,2901,1.0,1990-02-22,10.067,9.594
TD023,1,"LIDET_AND",1,4,"ACSA",L,3948,1.0,1990-03-01,10.066,9.553
TD023,1,"LIDET_AND",1,4,"ANGE",R,46488,0.1,1990-06-04,6.996,6.681
TD023,1,"LIDET_AND",1,4,"BELU",L,105,1.0,1990-02-01,10.085,9.631
TD023,1,"LIDET_AND",1,4,"DRGL",L,4988,1.0,1990-03-08,10.098,9.765
TD023,1,"LIDET_AND",1,4,"DRGL",R,46891,0.1,1990-04-10,7.025,6.765
TD023,1,"LIDET_AND",1,4,"GOBA",W,68800,,1990-07-09,48.629,44.885
TD023,1,"LIDET_AND",1,4,"PIEL",R,48393,0.1,1990-05-02,7.064,6.435
TD023,1,"LIDET_AND",1,4,"PIRE",L,2268,1.0,1990-02-15,10.200,9.914
TD023,1,"LIDET_AND",1,4,"QUPR",L,4147,1.0,1990-03-05,10.005,9.385
TD023,1,"LIDET_AND",1,4,"THPL",L,789,1.0,1990-02-06,10.010,9.489
TD023,1,"LIDET_AND",1,4,"TRAE",L,2897,1.0,1990-02-22,10.095,9.621
TD023,1,"LIDET_AND",1,5,"ACSA",L,3944,1.0,1990-03-01,10.017,9.506
TD023,1,"LIDET_AND",1,5,"ANGE",R,46484,0.1,1990-06-04,6.998,6.683
TD023,1,"LIDET_AND",1,5,"DRGL",L,4984,1.0,1990-03-08,10.038,9.707
TD023,1,"LIDET_AND",1,5,"DRGL",R,46887,0.1,1990-04-10,6.970,6.712
TD023,1,"LIDET_AND",1,5,"GOBA",W,68804,,1990-07-09,55.668,51.382
TD023,1,"LIDET_AND",1,5,"PIEL",R,48389,0.1,1990-05-02,7.030,6.404
TD023,1,"LIDET_AND",1,5,"PIRE",L,2264,1.0,1990-02-15,10.030,9.749
TD023,1,"LIDET_AND",1,5,"PSME",L,208,1.0,1990-02-01,10.009,9.569
TD023,1,"LIDET_AND",1,5,"QUPR",L,4143,1.0,1990-03-05,10.153,9.524
TD023,1,"LIDET_AND",1,5,"THPL",L,785,1.0,1990-02-06,10.018,9.497
TD023,1,"LIDET_AND",1,5,"TRAE",L,2893,1.0,1990-02-22,9.971,9.502
TD023,1,"LIDET_AND",1,6,"ACSA",L,3940,1.0,1990-03-01,10.098,9.583
TD023,1,"LIDET_AND",1,6,"ANGE",R,46480,0.1,1990-06-04,7.055,6.738
TD023,1,"LIDET_AND",1,6,"DRGL",L,4980,1.0,1990-03-08,9.969,9.640
TD023,1,"LIDET_AND",1,6,"DRGL",R,46883,0.1,1990-04-10,7.032,6.772
TD023,1,"LIDET_AND",1,6,"GOBA",W,68808,,1990-07-09,48.725,44.973
TD023,1,"LIDET_AND",1,6,"PIEL",R,48385,0.1,1990-05-02,6.976,6.355
TD023,1,"LIDET_AND",1,6,"PIRE",L,2261,1.0,1990-02-15,10.042,9.761
TD023,1,"LIDET_AND",1,6,"QUPR",L,8707,1.0,1990-06-15,10.043,9.360
TD023,1,"LIDET_AND",1,6,"SPAL",L,728,1.0,1990-02-02,9.955,9.169
TD023,1,"LIDET_AND",1,6,"THPL",L,781,1.0,1990-02-06,10.083,9.559
TD023,1,"LIDET_AND",1,6,"TRAE",L,2889,1.0,1990-02-22,10.028,9.557
TD023,1,"LIDET_AND",1,7,"ACSA",L,3936,1.0,1990-03-01,10.070,9.556
TD023,1,"LIDET_AND",1,7,"ANGE",R,46476,0.1,1990-06-04,6.992,6.677
TD023,1,"LIDET_AND",1,7,"BOGR",L,8589,1.0,1990-05-08,7.099,6.709
TD023,1,"LIDET_AND",1,7,"DRGL",L,4976,1.0,1990-03-08,10.025,9.694
TD023,1,"LIDET_AND",1,7,"DRGL",R,46879,0.1,1990-04-10,7.096,6.833
TD023,1,"LIDET_AND",1,7,"GOBA",W,68812,,1990-07-09,45.748,42.225
TD023,1,"LIDET_AND",1,7,"PIEL",R,48381,0.1,1990-05-02,7.010,6.386
TD023,1,"LIDET_AND",1,7,"PIRE",L,2257,1.0,1990-02-15,10.013,9.733
TD023,1,"LIDET_AND",1,7,"QUPR",L,4136,1.0,1990-03-05,9.993,9.373
TD023,1,"LIDET_AND",1,7,"THPL",L,777,1.0,1990-02-06,9.978,9.459
TD023,1,"LIDET_AND",1,7,"TRAE",L,2885,1.0,1990-02-22,9.988,9.519
TD023,1,"LIDET_AND",1,8,"ACSA",L,3932,1.0,1990-03-01,10.020,9.509
TD023,1,"LIDET_AND",1,8,"ANGE",R,46472,0.1,1990-06-04,6.980,6.666
TD023,1,"LIDET_AND",1,8,"DRGL",L,4972,1.0,1990-03-08,10.038,9.707
TD023,1,"LIDET_AND",1,8,"DRGL",R,46875,0.1,1990-04-10,7.076,6.814
TD023,1,"LIDET_AND",1,8,"GOBA",W,68816,,1990-07-09,49.266,45.473
TD023,1,"LIDET_AND",1,8,"PIEL",R,48377,0.1,1990-05-02,7.025,6.400
TD023,1,"LIDET_AND",1,8,"PIRE",L,2254,1.0,1990-02-15,10.031,9.750
TD023,1,"LIDET_AND",1,8,"POTR",L,156,1.0,1990-02-01,10.065,9.612
TD023,1,"LIDET_AND",1,8,"QUPR",L,4132,1.0,1990-03-05,10.013,9.392
TD023,1,"LIDET_AND",1,8,"THPL",L,772,1.0,1990-02-06,10.074,9.550
TD023,1,"LIDET_AND",1,8,"TRAE",L,2881,1.0,1990-02-22,10.068,9.595
TD023,1,"LIDET_AND",1,9,"ACSA",L,3928,1.0,1990-03-01,10.016,9.505
TD023,1,"LIDET_AND",1,9,"ANGE",R,46468,0.1,1990-06-04,7.002,6.687
TD023,1,"LIDET_AND",1,9,"DRGL",L,4968,1.0,1990-03-08,9.983,9.654
TD023,1,"LIDET_AND",1,9,"DRGL",R,46871,0.1,1990-04-10,7.006,6.747
TD023,1,"LIDET_AND",1,9,"GOBA",W,68820,,1990-07-09,49.614,45.794
TD023,1,"LIDET_AND",1,9,"PIEL",R,48060,0.1,1990-05-02,7.089,6.458
TD023,1,"LIDET_AND",1,9,"PIRE",L,2209,1.0,1990-02-15,10.005,9.725
TD023,1,"LIDET_AND",1,9,"PIST",L,284,1.0,1990-02-01,10.036,9.504
TD023,1,"LIDET_AND",1,9,"QUPR",L,4128,1.0,1990-03-05,10.033,9.411
TD023,1,"LIDET_AND",1,9,"THPL",L,768,1.0,1990-02-06,10.012,9.491
TD023,1,"LIDET_AND",1,9,"TRAE",L,2837,1.0,1990-02-22,10.083,9.609
TD023,1,"LIDET_AND",1,10,"ACSA",L,3924,1.0,1990-03-01,10.026,9.515
TD023,1,"LIDET_AND",1,10,"ANGE",R,46464,0.1,1990-06-04,7.006,6.691
TD023,1,"LIDET_AND",1,10,"DRGL",L,4964,1.0,1990-03-08,9.998,9.668
TD023,1,"LIDET_AND",1,10,"DRGL",R,46867,0.1,1990-04-10,6.971,6.713
TD023,1,"LIDET_AND",1,10,"GOBA",W,68824,,1990-07-09,46.530,42.947
TD023,1,"LIDET_AND",1,10,"MYCE",L,28,1.0,1990-02-01,10.070,9.617
TD023,1,"LIDET_AND",1,10,"PIEL",R,48056,0.1,1990-05-02,7.057,6.429
TD023,1,"LIDET_AND",1,10,"PIRE",L,2205,1.0,1990-02-15,9.993,9.713
TD023,1,"LIDET_AND",1,10,"QUPR",L,4124,1.0,1990-03-05,10.144,9.515
TD023,1,"LIDET_AND",1,10,"THPL",L,764,1.0,1990-02-06,10.051,9.528
TD023,1,"LIDET_AND",1,10,"TRAE",L,2833,1.0,1990-02-22,10.120,9.644
TD023,1,"LIDET_AND",2,1,"ACSA",L,3959,1.0,1990-03-01,10.020,9.509
TD023,1,"LIDET_AND",2,1,"ACSA",L,6751,7.0,1990-03-22,9.889,9.058
TD023,1,"LIDET_AND",2,1,"ANGE",R,46499,0.1,1990-06-04,6.993,6.678
TD023,1,"LIDET_AND",2,1,"DRGL",L,4999,1.0,1990-03-08,10.001,9.671
TD023,1,"LIDET_AND",2,1,"DRGL",R,46902,0.1,1990-04-10,6.992,6.733
TD023,1,"LIDET_AND",2,1,"GOBA",W,68789,,1990-07-09,42.886,39.584
TD023,1,"LIDET_AND",2,1,"PIEL",R,48404,0.1,1990-05-02,6.987,6.365
TD023,1,"LIDET_AND",2,1,"PIRE",L,2279,1.0,1990-02-15,9.986,9.706
TD023,1,"LIDET_AND",2,1,"PIST",L,289,1.0,1990-02-01,10.137,9.600
TD023,1,"LIDET_AND",2,1,"QUPR",L,4158,1.0,1990-03-05,10.120,9.493
TD023,1,"LIDET_AND",2,1,"RHMA",L,6647,7.0,1990-03-21,10.020,9.279
TD023,1,"LIDET_AND",2,1,"RHMA",L,6863,1.0,1990-03-21,8.003,7.427
TD023,1,"LIDET_AND",2,1,"THPL",L,775,1.0,1990-02-06,10.013,9.492
TD023,1,"LIDET_AND",2,1,"TRAE",L,2908,1.0,1990-02-22,10.002,9.532
TD023,1,"LIDET_AND",2,1,"TRAE",L,6783,7.0,1990-04-03,10.051,9.599
TD023,1,"LIDET_AND",2,2,"ACSA",L,3955,1.0,1990-03-01,10.032,9.520
TD023,1,"LIDET_AND",2,2,"ACSA",L,6747,7.0,1990-03-22,10.037,9.194
TD023,1,"LIDET_AND",2,2,"ANGE",R,46495,0.1,1990-06-04,7.035,6.718
TD023,1,"LIDET_AND",2,2,"CEGR",L,8556,1.0,1990-05-04,9.992,9.412
TD023,1,"LIDET_AND",2,2,"DRGL",L,4995,1.0,1990-03-08,10.046,9.714
TD023,1,"LIDET_AND",2,2,"DRGL",R,46898,0.1,1990-04-10,6.975,6.717
TD023,1,"LIDET_AND",2,2,"GOBA",W,68793,,1990-07-09,46.990,43.372
TD023,1,"LIDET_AND",2,2,"PIEL",R,48400,0.1,1990-05-02,6.987,6.365
TD023,1,"LIDET_AND",2,2,"PIRE",L,2275,1.0,1990-02-15,10.025,9.744
TD023,1,"LIDET_AND",2,2,"QUPR",L,4154,1.0,1990-03-05,10.026,9.404
TD023,1,"LIDET_AND",2,2,"RHMA",L,6643,7.0,1990-03-21,10.089,9.342
TD023,1,"LIDET_AND",2,2,"RHMA",L,6859,1.0,1990-03-21,8.024,7.446
TD023,1,"LIDET_AND",2,2,"THPL",L,796,1.0,1990-02-06,10.031,9.509
TD023,1,"LIDET_AND",2,2,"TRAE",L,2904,1.0,1990-02-22,9.980,9.511
TD023,1,"LIDET_AND",2,2,"TRAE",L,6755,7.0,1990-04-02,10.045,9.593
TD023,1,"LIDET_AND",2,3,"ACSA",L,3951,1.0,1990-03-01,10.012,9.501
TD023,1,"LIDET_AND",2,3,"ANGE",R,46491,0.1,1990-06-04,6.995,6.680
TD023,1,"LIDET_AND",2,3,"DRGL",L,4991,1.0,1990-03-08,10.067,9.735
TD023,1,"LIDET_AND",2,3,"DRGL",R,46894,0.1,1990-04-10,7.022,6.762
TD023,1,"LIDET_AND",2,3,"GOBA",W,68797,,1990-07-09,59.299,54.733
TD023,1,"LIDET_AND",2,3,"PIEL",R,48396,0.1,1990-05-02,7.014,6.390
TD023,1,"LIDET_AND",2,3,"PIRE",L,2271,1.0,1990-02-15,10.047,9.766
TD023,1,"LIDET_AND",2,3,"QUPR",L,4150,1.0,1990-03-05,10.143,9.514
TD023,1,"LIDET_AND",2,3,"SPAL",L,47,1.0,1990-02-01,10.038,9.406
TD023,1,"LIDET_AND",2,3,"THPL",L,792,1.0,1990-02-06,9.920,9.404
TD023,1,"LIDET_AND",2,3,"TRAE",L,2900,1.0,1990-02-22,9.986,9.517
TD023,1,"LIDET_AND",2,4,"ACSA",L,3947,1.0,1990-03-01,10.089,9.574
TD023,1,"LIDET_AND",2,4,"ANGE",R,46487,0.1,1990-06-04,6.995,6.680
TD023,1,"LIDET_AND",2,4,"BELU",L,104,1.0,1990-02-01,10.041,9.589
TD023,1,"LIDET_AND",2,4,"DRGL",L,4987,1.0,1990-03-08,10.042,9.711
TD023,1,"LIDET_AND",2,4,"DRGL",R,46890,0.1,1990-04-10,7.008,6.749
TD023,1,"LIDET_AND",2,4,"GOBA",W,68801,,1990-07-09,49.985,46.136
TD023,1,"LIDET_AND",2,4,"PIEL",R,48392,0.1,1990-05-02,7.016,6.392
TD023,1,"LIDET_AND",2,4,"PIRE",L,2267,1.0,1990-02-15,10.188,9.903
TD023,1,"LIDET_AND",2,4,"QUPR",L,4146,1.0,1990-03-05,10.070,9.446
TD023,1,"LIDET_AND",2,4,"THPL",L,788,1.0,1990-02-06,9.980,9.461
TD023,1,"LIDET_AND",2,4,"TRAE",L,2896,1.0,1990-02-22,9.949,9.481
TD023,1,"LIDET_AND",2,5,"ACSA",L,3943,1.0,1990-03-01,9.977,9.468
TD023,1,"LIDET_AND",2,5,"ANGE",R,46483,0.1,1990-06-04,7.016,6.700
TD023,1,"LIDET_AND",2,5,"DRGL",L,4983,1.0,1990-03-08,9.991,9.661
TD023,1,"LIDET_AND",2,5,"DRGL",R,46886,0.1,1990-04-10,7.060,6.799
TD023,1,"LIDET_AND",2,5,"GOBA",W,68805,,1990-07-09,48.516,44.780
TD023,1,"LIDET_AND",2,5,"PIEL",R,48388,0.1,1990-05-02,7.007,6.383
TD023,1,"LIDET_AND",2,5,"PIRE",L,2263,1.0,1990-02-15,10.052,9.771
TD023,1,"LIDET_AND",2,5,"PSME",L,207,1.0,1990-02-01,10.024,9.583
TD023,1,"LIDET_AND",2,5,"QUPR",L,4142,1.0,1990-03-05,9.989,9.370
TD023,1,"LIDET_AND",2,5,"THPL",L,784,1.0,1990-02-06,10.035,9.513
TD023,1,"LIDET_AND",2,5,"TRAE",L,2892,1.0,1990-02-22,10.009,9.539
TD023,1,"LIDET_AND",2,6,"ACSA",L,3939,1.0,1990-03-01,10.035,9.523
TD023,1,"LIDET_AND",2,6,"ANGE",R,46479,0.1,1990-06-04,7.007,6.692
TD023,1,"LIDET_AND",2,6,"DRGL",L,4979,1.0,1990-03-08,9.996,9.666
TD023,1,"LIDET_AND",2,6,"DRGL",R,46882,0.1,1990-04-10,7.066,6.805
TD023,1,"LIDET_AND",2,6,"GOBA",W,68809,,1990-07-09,48.629,44.885
TD023,1,"LIDET_AND",2,6,"PIEL",R,48384,0.1,1990-05-02,7.006,6.382
TD023,1,"LIDET_AND",2,6,"PIRE",L,2260,1.0,1990-02-15,10.000,9.720
TD023,1,"LIDET_AND",2,6,"QUPR",L,4139,1.0,1990-03-05,10.008,9.388
TD023,1,"LIDET_AND",2,6,"SPAL",L,727,1.0,1990-02-02,10.064,9.269
TD023,1,"LIDET_AND",2,6,"THPL",L,780,1.0,1990-02-06,9.997,9.477
TD023,1,"LIDET_AND",2,6,"TRAE",L,2888,1.0,1990-02-22,10.085,9.611
TD023,1,"LIDET_AND",2,7,"ACSA",L,3935,1.0,1990-03-01,9.932,9.425
TD023,1,"LIDET_AND",2,7,"ANGE",R,46475,0.1,1990-06-04,7.001,6.686
TD023,1,"LIDET_AND",2,7,"BOGR",L,8588,1.0,1990-05-08,7.046,6.658
TD023,1,"LIDET_AND",2,7,"DRGL",L,4975,1.0,1990-03-08,9.984,9.655
TD023,1,"LIDET_AND",2,7,"DRGL",R,46878,0.1,1990-04-10,7.019,6.759
TD023,1,"LIDET_AND",2,7,"GOBA",W,68813,,1990-07-09,48.375,44.650
TD023,1,"LIDET_AND",2,7,"PIEL",R,48380,0.1,1990-05-02,7.037,6.411
TD023,1,"LIDET_AND",2,7,"PIRE",L,2256,1.0,1990-02-15,10.000,9.720
TD023,1,"LIDET_AND",2,7,"QUPR",L,4135,1.0,1990-03-05,10.081,9.456
TD023,1,"LIDET_AND",2,7,"THPL",L,776,1.0,1990-02-06,9.953,9.435
TD023,1,"LIDET_AND",2,7,"TRAE",L,2884,1.0,1990-02-22,10.098,9.623
TD023,1,"LIDET_AND",2,8,"ACSA",L,3931,1.0,1990-03-01,10.076,9.562
TD023,1,"LIDET_AND",2,8,"ANGE",R,46471,0.1,1990-06-04,7.000,6.685
TD023,1,"LIDET_AND",2,8,"DRGL",L,4971,1.0,1990-03-08,9.995,9.665
TD023,1,"LIDET_AND",2,8,"DRGL",R,46874,0.1,1990-04-10,7.022,6.762
TD023,1,"LIDET_AND",2,8,"GOBA",W,68817,,1990-07-09,57.126,52.727
TD023,1,"LIDET_AND",2,8,"PIEL",R,48376,0.1,1990-05-02,7.024,6.399
TD023,1,"LIDET_AND",2,8,"PIRE",L,2252,1.0,1990-02-15,10.204,9.918
TD023,1,"LIDET_AND",2,8,"POTR",L,155,1.0,1990-02-01,10.024,9.573
TD023,1,"LIDET_AND",2,8,"QUPR",L,4131,1.0,1990-03-05,10.070,9.446
TD023,1,"LIDET_AND",2,8,"THPL",L,771,1.0,1990-02-06,9.988,9.469
TD023,1,"LIDET_AND",2,8,"TRAE",L,2840,1.0,1990-02-22,10.131,9.655
TD023,1,"LIDET_AND",2,9,"ACSA",L,3927,1.0,1990-03-01,10.011,9.500
TD023,1,"LIDET_AND",2,9,"ANGE",R,46467,0.1,1990-06-04,7.003,6.688
TD023,1,"LIDET_AND",2,9,"DRGL",L,4967,1.0,1990-03-08,10.049,9.717
TD023,1,"LIDET_AND",2,9,"DRGL",R,46870,0.1,1990-04-10,7.063,6.802
TD023,1,"LIDET_AND",2,9,"GOBA",W,68821,,1990-07-09,51.078,47.145
TD023,1,"LIDET_AND",2,9,"PIEL",R,48059,0.1,1990-05-02,7.021,6.396
TD023,1,"LIDET_AND",2,9,"PIRE",L,2208,1.0,1990-02-15,9.968,9.689
TD023,1,"LIDET_AND",2,9,"PIST",L,283,1.0,1990-02-01,10.053,9.520
TD023,1,"LIDET_AND",2,9,"QUPR",L,4127,1.0,1990-03-05,10.022,9.401
TD023,1,"LIDET_AND",2,9,"THPL",L,767,1.0,1990-02-06,9.948,9.431
TD023,1,"LIDET_AND",2,9,"TRAE",L,2836,1.0,1990-02-22,10.033,9.561
TD023,1,"LIDET_AND",2,10,"ACSA",L,3923,1.0,1990-03-01,10.036,9.524
TD023,1,"LIDET_AND",2,10,"ANGE",R,46463,0.1,1990-06-04,7.001,6.686
TD023,1,"LIDET_AND",2,10,"DRGL",L,4963,1.0,1990-03-08,10.019,9.688
TD023,1,"LIDET_AND",2,10,"DRGL",R,46866,0.1,1990-04-10,6.966,6.708
TD023,1,"LIDET_AND",2,10,"GOBA",W,68825,,1990-07-09,48.420,44.692
TD023,1,"LIDET_AND",2,10,"MYCE",L,3,1.0,1990-02-01,10.069,9.616
TD023,1,"LIDET_AND",2,10,"PIEL",R,48055,0.1,1990-05-02,7.091,6.460
TD023,1,"LIDET_AND",2,10,"PIRE",L,2204,1.0,1990-02-15,9.983,9.703
TD023,1,"LIDET_AND",2,10,"QUPR",L,4123,1.0,1990-03-05,10.188,9.556
TD023,1,"LIDET_AND",2,10,"THPL",L,763,1.0,1990-02-06,9.989,9.470
TD023,1,"LIDET_AND",2,10,"TRAE",L,2832,1.0,1990-02-22,10.056,9.583
TD023,1,"LIDET_AND",3,1,"ACSA",L,3958,1.0,1990-03-01,10.020,9.509
TD023,1,"LIDET_AND",3,1,"ACSA",L,6750,7.0,1990-03-22,9.976,9.138
TD023,1,"LIDET_AND",3,1,"ANGE",R,46498,0.1,1990-06-04,7.011,6.696
TD023,1,"LIDET_AND",3,1,"DRGL",L,4998,1.0,1990-03-08,10.053,9.721
TD023,1,"LIDET_AND",3,1,"DRGL",R,46901,0.1,1990-04-10,7.046,6.785
